geoid,name,total_population,total_population_25_over,median_income,median_home_value,educational_attainment,white_alone,black_alone,native_alone,asian_alone,native_hawaiian_pacific_islander,some_other_race_alone,two_or_more,hispanic_or_latino,city,metro_area
11001002102,"Census Tract 21.02, District of Columbia, District of Columbia",5264.0,4072.0,76836.0,453200.0,1991.0,503.0,3786.0,82.0,38.0,0.0,0.0,94.0,807.0,Washington,Washington-Arlington-Alexandria
11001002202,"Census Tract 22.02, District of Columbia, District of Columbia",3347.0,2393.0,54817.0,464200.0,839.0,265.0,2081.0,7.0,63.0,0.0,0.0,79.0,859.0,Washington,Washington-Arlington-Alexandria
11001002302,"Census Tract 23.02, District of Columbia, District of Columbia",1708.0,1386.0,60417.0,302800.0,797.0,685.0,764.0,0.0,67.0,0.0,52.0,67.0,73.0,Washington,Washington-Arlington-Alexandria
11001003400,"Census Tract 34, District of Columbia, District of Columbia",4901.0,2210.0,88772.0,710200.0,1298.0,1287.0,2926.0,0.0,108.0,0.0,6.0,112.0,462.0,Washington,Washington-Arlington-Alexandria
11001005800,"Census Tract 58, District of Columbia, District of Columbia",3039.0,2778.0,137259.0,510700.0,2237.0,1851.0,240.0,0.0,605.0,0.0,0.0,106.0,237.0,Washington,Washington-Arlington-Alexandria
11001006400,"Census Tract 64, District of Columbia, District of Columbia",2488.0,1678.0,19459.0,465200.0,448.0,290.0,2068.0,9.0,0.0,0.0,0.0,0.0,121.0,Washington,Washington-Arlington-Alexandria
11001007407,"Census Tract 74.07, District of Columbia, District of Columbia",3297.0,2073.0,34410.0,239600.0,394.0,76.0,3145.0,0.0,0.0,0.0,0.0,26.0,50.0,Washington,Washington-Arlington-Alexandria
11001009203,"Census Tract 92.03, District of Columbia, District of Columbia",2808.0,2176.0,70156.0,498000.0,898.0,436.0,1955.0,26.0,9.0,0.0,11.0,104.0,267.0,Washington,Washington-Arlington-Alexandria
11001001302,"Census Tract 13.02, District of Columbia, District of Columbia",7563.0,6564.0,113300.0,459700.0,5829.0,4965.0,726.0,0.0,639.0,0.0,26.0,244.0,963.0,Washington,Washington-Arlington-Alexandria
11001003700,"Census Tract 37, District of Columbia, District of Columbia",5917.0,4075.0,79440.0,499500.0,2317.0,2021.0,2145.0,0.0,218.0,0.0,0.0,66.0,1467.0,Washington,Washington-Arlington-Alexandria
11001007304,"Census Tract 73.04, District of Columbia, District of Columbia",3592.0,2352.0,32428.0,263500.0,284.0,164.0,3278.0,0.0,0.0,0.0,0.0,28.0,122.0,Washington,Washington-Arlington-Alexandria
11001001100,"Census Tract 11, District of Columbia, District of Columbia",4947.0,3840.0,154156.0,937000.0,3332.0,3735.0,368.0,39.0,217.0,0.0,0.0,134.0,454.0,Washington,Washington-Arlington-Alexandria
11001002802,"Census Tract 28.02, District of Columbia, District of Columbia",4651.0,3456.0,59811.0,353400.0,1651.0,1128.0,1074.0,3.0,319.0,0.0,64.0,77.0,1989.0,Washington,Washington-Arlington-Alexandria
11001004100,"Census Tract 41, District of Columbia, District of Columbia",2658.0,2298.0,143586.0,977500.0,2142.0,2012.0,137.0,0.0,190.0,0.0,20.0,61.0,238.0,Washington,Washington-Arlington-Alexandria
11001009602,"Census Tract 96.02, District of Columbia, District of Columbia",3675.0,2033.0,24138.0,320000.0,122.0,7.0,3492.0,0.0,0.0,0.0,23.0,19.0,134.0,Washington,Washington-Arlington-Alexandria
11001000201,"Census Tract 2.01, District of Columbia, District of Columbia",3682.0,8.0,-666666666.0,-666666666.0,8.0,2351.0,272.0,7.0,493.0,0.0,0.0,123.0,436.0,Washington,Washington-Arlington-Alexandria
11001003800,"Census Tract 38, District of Columbia, District of Columbia",5259.0,4480.0,98093.0,656000.0,3347.0,2792.0,867.0,30.0,271.0,42.0,44.0,121.0,1092.0,Washington,Washington-Arlington-Alexandria
11001006900,"Census Tract 69, District of Columbia, District of Columbia",2379.0,1932.0,144063.0,815700.0,1558.0,1683.0,423.0,0.0,30.0,0.0,0.0,123.0,120.0,Washington,Washington-Arlington-Alexandria
11001008701,"Census Tract 87.01, District of Columbia, District of Columbia",2368.0,2024.0,100333.0,567300.0,1154.0,789.0,1294.0,0.0,43.0,0.0,0.0,14.0,228.0,Washington,Washington-Arlington-Alexandria
11001007803,"Census Tract 78.03, District of Columbia, District of Columbia",4111.0,2672.0,37203.0,251700.0,440.0,121.0,3605.0,29.0,9.0,0.0,20.0,9.0,318.0,Washington,Washington-Arlington-Alexandria
11001009505,"Census Tract 95.05, District of Columbia, District of Columbia",2940.0,2274.0,67112.0,423800.0,883.0,306.0,2236.0,34.0,21.0,0.0,11.0,21.0,324.0,Washington,Washington-Arlington-Alexandria
11001000701,"Census Tract 7.01, District of Columbia, District of Columbia",5643.0,4727.0,89889.0,455700.0,4112.0,4327.0,474.0,52.0,380.0,0.0,0.0,181.0,229.0,Washington,Washington-Arlington-Alexandria
11001003900,"Census Tract 39, District of Columbia, District of Columbia",4643.0,4333.0,97557.0,446100.0,3783.0,3324.0,444.0,0.0,301.0,0.0,16.0,83.0,475.0,Washington,Washington-Arlington-Alexandria
11001007809,"Census Tract 78.09, District of Columbia, District of Columbia",3521.0,2300.0,47713.0,209300.0,347.0,16.0,3323.0,0.0,33.0,0.0,0.0,50.0,99.0,Washington,Washington-Arlington-Alexandria
11001004701,"Census Tract 47.01, District of Columbia, District of Columbia",4888.0,3399.0,40378.0,513900.0,1610.0,924.0,2854.0,0.0,479.0,0.0,14.0,118.0,499.0,Washington,Washington-Arlington-Alexandria
11001004702,"Census Tract 47.02, District of Columbia, District of Columbia",3144.0,2628.0,101891.0,478700.0,1939.0,1531.0,1029.0,27.0,182.0,0.0,0.0,137.0,243.0,Washington,Washington-Arlington-Alexandria
11001005001,"Census Tract 50.01, District of Columbia, District of Columbia",2083.0,1803.0,138295.0,814300.0,1444.0,1187.0,282.0,0.0,132.0,0.0,15.0,94.0,373.0,Washington,Washington-Arlington-Alexandria
11001005002,"Census Tract 50.02, District of Columbia, District of Columbia",5986.0,4981.0,87969.0,470300.0,3508.0,2591.0,1157.0,22.0,426.0,27.0,8.0,268.0,1487.0,Washington,Washington-Arlington-Alexandria
11001009810,"Census Tract 98.10, District of Columbia, District of Columbia",2914.0,1831.0,30704.0,-666666666.0,117.0,0.0,2840.0,0.0,0.0,0.0,41.0,33.0,0.0,Washington,Washington-Arlington-Alexandria
11001009811,"Census Tract 98.11, District of Columbia, District of Columbia",5163.0,2970.0,30764.0,236700.0,205.0,0.0,5056.0,0.0,0.0,0.0,0.0,94.0,13.0,Washington,Washington-Arlington-Alexandria
11001010100,"Census Tract 101, District of Columbia, District of Columbia",2861.0,2415.0,84514.0,431500.0,1902.0,1750.0,363.0,0.0,388.0,0.0,43.0,39.0,278.0,Washington,Washington-Arlington-Alexandria
11001010200,"Census Tract 102, District of Columbia, District of Columbia",2745.0,2325.0,104215.0,561700.0,1792.0,1152.0,1125.0,40.0,124.0,0.0,0.0,117.0,187.0,Washington,Washington-Arlington-Alexandria
11001010300,"Census Tract 103, District of Columbia, District of Columbia",3515.0,2727.0,69741.0,443700.0,1538.0,590.0,1782.0,0.0,68.0,0.0,0.0,64.0,1011.0,Washington,Washington-Arlington-Alexandria
11001010400,"Census Tract 104, District of Columbia, District of Columbia",4625.0,2925.0,36477.0,260300.0,583.0,277.0,4149.0,0.0,0.0,0.0,0.0,32.0,167.0,Washington,Washington-Arlington-Alexandria
11001010500,"Census Tract 105, District of Columbia, District of Columbia",3624.0,3062.0,83750.0,398100.0,2234.0,1515.0,1467.0,0.0,198.0,14.0,12.0,149.0,269.0,Washington,Washington-Arlington-Alexandria
11001010600,"Census Tract 106, District of Columbia, District of Columbia",7167.0,5824.0,110469.0,599300.0,4825.0,4560.0,1694.0,11.0,457.0,0.0,0.0,124.0,321.0,Washington,Washington-Arlington-Alexandria
11001010700,"Census Tract 107, District of Columbia, District of Columbia",1711.0,1174.0,73750.0,444700.0,1053.0,1143.0,123.0,0.0,179.0,0.0,0.0,23.0,243.0,Washington,Washington-Arlington-Alexandria
11001010900,"Census Tract 109, District of Columbia, District of Columbia",4054.0,2019.0,31094.0,334100.0,311.0,19.0,3907.0,0.0,14.0,0.0,9.0,34.0,71.0,Washington,Washington-Arlington-Alexandria
11001011000,"Census Tract 110, District of Columbia, District of Columbia",3720.0,3278.0,75529.0,336900.0,2691.0,2313.0,978.0,37.0,162.0,0.0,0.0,78.0,152.0,Washington,Washington-Arlington-Alexandria
11001011100,"Census Tract 111, District of Columbia, District of Columbia",5548.0,4202.0,75781.0,427300.0,1669.0,416.0,4473.0,8.0,47.0,0.0,8.0,126.0,470.0,Washington,Washington-Arlington-Alexandria
11001010800,"Census Tract 108, District of Columbia, District of Columbia",6451.0,780.0,36058.0,242500.0,649.0,4155.0,749.0,0.0,773.0,8.0,0.0,235.0,531.0,Washington,Washington-Arlington-Alexandria
11001001702,"Census Tract 17.02, District of Columbia, District of Columbia",3217.0,2600.0,91711.0,420800.0,1672.0,1224.0,1435.0,0.0,41.0,0.0,0.0,79.0,438.0,Washington,Washington-Arlington-Alexandria
11001003000,"Census Tract 30, District of Columbia, District of Columbia",3279.0,2545.0,67457.0,677900.0,1628.0,1316.0,1275.0,7.0,95.0,0.0,9.0,46.0,538.0,Washington,Washington-Arlington-Alexandria
11001003301,"Census Tract 33.01, District of Columbia, District of Columbia",4066.0,3347.0,121250.0,687200.0,2461.0,1700.0,1765.0,0.0,182.0,0.0,8.0,159.0,252.0,Washington,Washington-Arlington-Alexandria
11001003600,"Census Tract 36, District of Columbia, District of Columbia",4833.0,4124.0,93734.0,630600.0,2947.0,2129.0,1281.0,0.0,569.0,0.0,0.0,215.0,639.0,Washington,Washington-Arlington-Alexandria
11001004202,"Census Tract 42.02, District of Columbia, District of Columbia",2538.0,2248.0,105978.0,469400.0,2072.0,1918.0,35.0,9.0,144.0,0.0,7.0,72.0,353.0,Washington,Washington-Arlington-Alexandria
11001000600,"Census Tract 6, District of Columbia, District of Columbia",4998.0,3853.0,221103.0,906300.0,3499.0,3554.0,271.0,0.0,288.0,0.0,9.0,100.0,776.0,Washington,Washington-Arlington-Alexandria
11001001402,"Census Tract 14.02, District of Columbia, District of Columbia",3375.0,2459.0,111361.0,834600.0,1959.0,2145.0,319.0,0.0,181.0,0.0,9.0,122.0,599.0,Washington,Washington-Arlington-Alexandria
11001002002,"Census Tract 20.02, District of Columbia, District of Columbia",4202.0,2988.0,87256.0,597000.0,1428.0,781.0,2326.0,7.0,66.0,0.0,46.0,82.0,894.0,Washington,Washington-Arlington-Alexandria
11001002101,"Census Tract 21.01, District of Columbia, District of Columbia",4819.0,3868.0,54359.0,418100.0,1042.0,428.0,3152.0,28.0,178.0,0.0,0.0,83.0,950.0,Washington,Washington-Arlington-Alexandria
11001002400,"Census Tract 24, District of Columbia, District of Columbia",4067.0,3231.0,105189.0,531400.0,1761.0,1234.0,1921.0,0.0,91.0,0.0,9.0,84.0,728.0,Washington,Washington-Arlington-Alexandria
11001002702,"Census Tract 27.02, District of Columbia, District of Columbia",6306.0,4920.0,78976.0,759900.0,3266.0,3580.0,631.0,0.0,130.0,0.0,166.0,228.0,1571.0,Washington,Washington-Arlington-Alexandria
11001004801,"Census Tract 48.01, District of Columbia, District of Columbia",2725.0,2203.0,109601.0,633500.0,1473.0,1128.0,988.0,0.0,251.0,0.0,48.0,94.0,216.0,Washington,Washington-Arlington-Alexandria
11001004802,"Census Tract 48.02, District of Columbia, District of Columbia",3528.0,2831.0,67409.0,590800.0,1557.0,1260.0,1579.0,0.0,313.0,0.0,15.0,89.0,272.0,Washington,Washington-Arlington-Alexandria
11001005301,"Census Tract 53.01, District of Columbia, District of Columbia",4915.0,4270.0,90402.0,444900.0,3999.0,3534.0,181.0,16.0,582.0,0.0,0.0,129.0,473.0,Washington,Washington-Arlington-Alexandria
11001006801,"Census Tract 68.01, District of Columbia, District of Columbia",2350.0,1896.0,89327.0,598500.0,1205.0,1052.0,993.0,4.0,90.0,0.0,10.0,74.0,131.0,Washington,Washington-Arlington-Alexandria
11001006804,"Census Tract 68.04, District of Columbia, District of Columbia",2733.0,2150.0,156583.0,822400.0,167.0,159.0,2360.0,13.0,0.0,0.0,22.0,40.0,143.0,Washington,Washington-Arlington-Alexandria
11001007000,"Census Tract 70, District of Columbia, District of Columbia",2923.0,1956.0,124583.0,834100.0,1667.0,1999.0,290.0,0.0,59.0,0.0,32.0,179.0,364.0,Washington,Washington-Arlington-Alexandria
11001007301,"Census Tract 73.01, District of Columbia, District of Columbia",4606.0,2161.0,84009.0,-666666666.0,1305.0,2409.0,1107.0,6.0,103.0,0.0,31.0,241.0,709.0,Washington,Washington-Arlington-Alexandria
11001007404,"Census Tract 74.04, District of Columbia, District of Columbia",4307.0,2074.0,42439.0,339200.0,337.0,37.0,4058.0,0.0,8.0,0.0,87.0,0.0,117.0,Washington,Washington-Arlington-Alexandria
11001007504,"Census Tract 75.04, District of Columbia, District of Columbia",2906.0,1661.0,17077.0,316700.0,190.0,27.0,2874.0,0.0,0.0,0.0,0.0,0.0,5.0,Washington,Washington-Arlington-Alexandria
11001007605,"Census Tract 76.05, District of Columbia, District of Columbia",3956.0,2771.0,33659.0,247300.0,583.0,128.0,3418.0,0.0,69.0,0.0,0.0,127.0,214.0,Washington,Washington-Arlington-Alexandria
11001004001,"Census Tract 40.01, District of Columbia, District of Columbia",4400.0,3805.0,118988.0,600900.0,3413.0,3332.0,219.0,0.0,150.0,42.0,0.0,47.0,610.0,Washington,Washington-Arlington-Alexandria
11001001600,"Census Tract 16, District of Columbia, District of Columbia",4699.0,3399.0,169250.0,812000.0,2729.0,1254.0,2932.0,0.0,62.0,0.0,18.0,107.0,326.0,Washington,Washington-Arlington-Alexandria
11001001901,"Census Tract 19.01, District of Columbia, District of Columbia",4065.0,2900.0,82963.0,445700.0,1403.0,680.0,2584.0,0.0,208.0,0.0,20.0,103.0,470.0,Washington,Washington-Arlington-Alexandria
11001002600,"Census Tract 26, District of Columbia, District of Columbia",2521.0,1910.0,181875.0,923800.0,1615.0,1200.0,838.0,20.0,145.0,16.0,17.0,86.0,199.0,Washington,Washington-Arlington-Alexandria
11001004002,"Census Tract 40.02, District of Columbia, District of Columbia",3190.0,2826.0,102455.0,626200.0,2624.0,2670.0,94.0,0.0,135.0,0.0,12.0,48.0,231.0,Washington,Washington-Arlington-Alexandria
11001005600,"Census Tract 56, District of Columbia, District of Columbia",6442.0,3853.0,83365.0,484800.0,3352.0,4021.0,369.0,17.0,733.0,0.0,101.0,247.0,954.0,Washington,Washington-Arlington-Alexandria
11001004600,"Census Tract 46, District of Columbia, District of Columbia",2863.0,2328.0,98698.0,641100.0,1371.0,1192.0,1309.0,0.0,133.0,0.0,0.0,36.0,193.0,Washington,Washington-Arlington-Alexandria
11001005201,"Census Tract 52.01, District of Columbia, District of Columbia",6263.0,5810.0,114271.0,563900.0,4789.0,4297.0,376.0,83.0,517.0,0.0,21.0,171.0,798.0,Washington,Washington-Arlington-Alexandria
11001005900,"Census Tract 59, District of Columbia, District of Columbia",2682.0,1917.0,101553.0,455200.0,1495.0,1474.0,568.0,0.0,337.0,0.0,31.0,86.0,186.0,Washington,Washington-Arlington-Alexandria
11001007703,"Census Tract 77.03, District of Columbia, District of Columbia",6159.0,3471.0,26020.0,257500.0,154.0,0.0,5753.0,0.0,23.0,0.0,0.0,16.0,367.0,Washington,Washington-Arlington-Alexandria
11001007707,"Census Tract 77.07, District of Columbia, District of Columbia",4484.0,2692.0,40995.0,272800.0,398.0,21.0,4356.0,0.0,0.0,0.0,0.0,38.0,69.0,Washington,Washington-Arlington-Alexandria
11001008100,"Census Tract 81, District of Columbia, District of Columbia",3286.0,2602.0,143068.0,849700.0,2186.0,2493.0,315.0,7.0,92.0,0.0,18.0,85.0,276.0,Washington,Washington-Arlington-Alexandria
11001008200,"Census Tract 82, District of Columbia, District of Columbia",3056.0,2124.0,115742.0,989800.0,1947.0,2381.0,232.0,0.0,102.0,0.0,0.0,87.0,254.0,Washington,Washington-Arlington-Alexandria
11001008410,"Census Tract 84.10, District of Columbia, District of Columbia",1533.0,1160.0,141563.0,651900.0,837.0,760.0,607.0,5.0,47.0,0.0,4.0,10.0,100.0,Washington,Washington-Arlington-Alexandria
11001008804,"Census Tract 88.04, District of Columbia, District of Columbia",2561.0,1876.0,43922.0,387700.0,571.0,253.0,2010.0,0.0,194.0,0.0,0.0,33.0,71.0,Washington,Washington-Arlington-Alexandria
11001009201,"Census Tract 92.01, District of Columbia, District of Columbia",2718.0,1691.0,84844.0,662400.0,1174.0,1142.0,1118.0,10.0,82.0,0.0,0.0,181.0,195.0,Washington,Washington-Arlington-Alexandria
11001009302,"Census Tract 93.02, District of Columbia, District of Columbia",1279.0,1017.0,71375.0,510200.0,417.0,384.0,541.0,0.0,3.0,0.0,0.0,6.0,345.0,Washington,Washington-Arlington-Alexandria
11001009507,"Census Tract 95.07, District of Columbia, District of Columbia",1924.0,1230.0,74375.0,332600.0,326.0,18.0,1603.0,0.0,0.0,0.0,0.0,11.0,292.0,Washington,Washington-Arlington-Alexandria
11001009901,"Census Tract 99.01, District of Columbia, District of Columbia",2890.0,2175.0,89813.0,383800.0,985.0,95.0,2465.0,0.0,186.0,0.0,0.0,88.0,56.0,Washington,Washington-Arlington-Alexandria
11001009903,"Census Tract 99.03, District of Columbia, District of Columbia",1952.0,1392.0,64279.0,304800.0,310.0,91.0,1749.0,53.0,0.0,0.0,18.0,33.0,8.0,Washington,Washington-Arlington-Alexandria
11001009905,"Census Tract 99.05, District of Columbia, District of Columbia",2890.0,1785.0,40650.0,174800.0,218.0,3.0,2705.0,0.0,0.0,0.0,14.0,42.0,126.0,Washington,Washington-Arlington-Alexandria
11001000202,"Census Tract 2.02, District of Columbia, District of Columbia",4473.0,2485.0,162981.0,1201000.0,2302.0,3440.0,327.0,0.0,196.0,0.0,0.0,147.0,363.0,Washington,Washington-Arlington-Alexandria
11001000400,"Census Tract 4, District of Columbia, District of Columbia",1489.0,1146.0,143229.0,1381900.0,906.0,973.0,50.0,0.0,146.0,0.0,0.0,56.0,264.0,Washington,Washington-Arlington-Alexandria
11001000901,"Census Tract 9.01, District of Columbia, District of Columbia",7799.0,3352.0,242208.0,1477400.0,2824.0,5385.0,546.0,7.0,514.0,0.0,8.0,201.0,1138.0,Washington,Washington-Arlington-Alexandria
11001000902,"Census Tract 9.02, District of Columbia, District of Columbia",2584.0,1766.0,205469.0,1179600.0,1532.0,2050.0,51.0,0.0,52.0,0.0,0.0,99.0,332.0,Washington,Washington-Arlington-Alexandria
11001001002,"Census Tract 10.02, District of Columbia, District of Columbia",3512.0,2272.0,99167.0,421800.0,1832.0,2349.0,154.0,0.0,317.0,0.0,14.0,165.0,513.0,Washington,Washington-Arlington-Alexandria
11001001200,"Census Tract 12, District of Columbia, District of Columbia",5031.0,3894.0,125179.0,844300.0,3356.0,3783.0,290.0,0.0,292.0,0.0,0.0,226.0,440.0,Washington,Washington-Arlington-Alexandria
11001002001,"Census Tract 20.01, District of Columbia, District of Columbia",3150.0,2266.0,63060.0,765300.0,912.0,611.0,1326.0,77.0,77.0,0.0,173.0,48.0,910.0,Washington,Washington-Arlington-Alexandria
11001002201,"Census Tract 22.01, District of Columbia, District of Columbia",2955.0,2355.0,65069.0,564900.0,904.0,563.0,1960.0,14.0,66.0,0.0,0.0,22.0,330.0,Washington,Washington-Arlington-Alexandria
11001002502,"Census Tract 25.02, District of Columbia, District of Columbia",6389.0,5193.0,73464.0,564800.0,2119.0,1185.0,2446.0,0.0,283.0,0.0,24.0,206.0,2245.0,Washington,Washington-Arlington-Alexandria
11001002900,"Census Tract 29, District of Columbia, District of Columbia",4465.0,3476.0,103700.0,608300.0,2192.0,1752.0,1088.0,0.0,157.0,0.0,0.0,145.0,1323.0,Washington,Washington-Arlington-Alexandria
11001003100,"Census Tract 31, District of Columbia, District of Columbia",3282.0,2709.0,94939.0,574700.0,1527.0,945.0,934.0,32.0,164.0,0.0,26.0,84.0,1097.0,Washington,Washington-Arlington-Alexandria
11001003200,"Census Tract 32, District of Columbia, District of Columbia",4822.0,3715.0,92375.0,483300.0,1693.0,1191.0,2212.0,0.0,234.0,0.0,0.0,29.0,1156.0,Washington,Washington-Arlington-Alexandria
11001003302,"Census Tract 33.02, District of Columbia, District of Columbia",2256.0,1796.0,112426.0,681500.0,1346.0,1085.0,887.0,4.0,85.0,0.0,23.0,66.0,106.0,Washington,Washington-Arlington-Alexandria
11001004300,"Census Tract 43, District of Columbia, District of Columbia",4033.0,3421.0,95000.0,694600.0,2729.0,2324.0,950.0,0.0,156.0,0.0,0.0,130.0,473.0,Washington,Washington-Arlington-Alexandria
11001004901,"Census Tract 49.01, District of Columbia, District of Columbia",2837.0,2291.0,103500.0,739100.0,1518.0,1125.0,1022.0,0.0,186.0,0.0,12.0,70.0,422.0,Washington,Washington-Arlington-Alexandria
11001006500,"Census Tract 65, District of Columbia, District of Columbia",2604.0,2072.0,125536.0,891800.0,1862.0,1999.0,305.0,0.0,6.0,0.0,0.0,19.0,275.0,Washington,Washington-Arlington-Alexandria
11001007100,"Census Tract 71, District of Columbia, District of Columbia",3425.0,2333.0,72109.0,550300.0,1247.0,1099.0,1985.0,0.0,101.0,0.0,0.0,74.0,166.0,Washington,Washington-Arlington-Alexandria
11001007708,"Census Tract 77.08, District of Columbia, District of Columbia",3039.0,1830.0,35488.0,220600.0,30.0,0.0,3039.0,0.0,0.0,0.0,0.0,0.0,0.0,Washington,Washington-Arlington-Alexandria
11001007807,"Census Tract 78.07, District of Columbia, District of Columbia",2171.0,1528.0,38438.0,250300.0,204.0,16.0,2049.0,0.0,6.0,0.0,0.0,14.0,86.0,Washington,Washington-Arlington-Alexandria
11001008402,"Census Tract 84.02, District of Columbia, District of Columbia",2352.0,2118.0,93011.0,676900.0,1602.0,1532.0,628.0,0.0,20.0,0.0,0.0,95.0,77.0,Washington,Washington-Arlington-Alexandria
11001008802,"Census Tract 88.02, District of Columbia, District of Columbia",4311.0,3413.0,64810.0,510300.0,1305.0,1053.0,2980.0,14.0,63.0,0.0,35.0,25.0,141.0,Washington,Washington-Arlington-Alexandria
11001009603,"Census Tract 96.03, District of Columbia, District of Columbia",3635.0,2638.0,44229.0,230600.0,320.0,0.0,3500.0,0.0,0.0,0.0,0.0,21.0,114.0,Washington,Washington-Arlington-Alexandria
11001009801,"Census Tract 98.01, District of Columbia, District of Columbia",2317.0,1245.0,20513.0,231700.0,171.0,33.0,2178.0,5.0,0.0,0.0,0.0,51.0,50.0,Washington,Washington-Arlington-Alexandria
11001009802,"Census Tract 98.02, District of Columbia, District of Columbia",2051.0,1131.0,23625.0,215400.0,131.0,7.0,1979.0,0.0,0.0,0.0,0.0,0.0,65.0,Washington,Washington-Arlington-Alexandria
11001009804,"Census Tract 98.04, District of Columbia, District of Columbia",2826.0,1707.0,36559.0,217900.0,190.0,27.0,2476.0,0.0,9.0,0.0,0.0,98.0,216.0,Washington,Washington-Arlington-Alexandria
11001001401,"Census Tract 14.01, District of Columbia, District of Columbia",3334.0,2416.0,120526.0,1057700.0,2207.0,2339.0,285.0,19.0,268.0,0.0,13.0,100.0,321.0,Washington,Washington-Arlington-Alexandria
11001007409,"Census Tract 74.09, District of Columbia, District of Columbia",4000.0,2202.0,38107.0,255700.0,173.0,32.0,3751.0,0.0,55.0,0.0,0.0,23.0,139.0,Washington,Washington-Arlington-Alexandria
11001006802,"Census Tract 68.02, District of Columbia, District of Columbia",2509.0,1837.0,156042.0,655000.0,1426.0,1486.0,809.0,0.0,37.0,0.0,8.0,86.0,83.0,Washington,Washington-Arlington-Alexandria
11001007806,"Census Tract 78.06, District of Columbia, District of Columbia",2169.0,1519.0,37981.0,297800.0,250.0,62.0,2104.0,0.0,0.0,0.0,0.0,0.0,3.0,Washington,Washington-Arlington-Alexandria
11001007901,"Census Tract 79.01, District of Columbia, District of Columbia",4078.0,2914.0,51949.0,514100.0,1105.0,950.0,2764.0,40.0,22.0,0.0,88.0,68.0,156.0,Washington,Washington-Arlington-Alexandria
11001008002,"Census Tract 80.02, District of Columbia, District of Columbia",3470.0,2733.0,116641.0,678700.0,2012.0,2047.0,1004.0,0.0,79.0,0.0,0.0,52.0,288.0,Washington,Washington-Arlington-Alexandria
11001008702,"Census Tract 87.02, District of Columbia, District of Columbia",2751.0,2170.0,72292.0,437700.0,1219.0,712.0,1559.0,0.0,131.0,0.0,11.0,63.0,275.0,Washington,Washington-Arlington-Alexandria
11001009601,"Census Tract 96.01, District of Columbia, District of Columbia",2567.0,1496.0,29428.0,313600.0,266.0,44.0,2497.0,0.0,0.0,0.0,0.0,5.0,21.0,Washington,Washington-Arlington-Alexandria
11001009400,"Census Tract 94, District of Columbia, District of Columbia",4917.0,3614.0,97804.0,498000.0,1521.0,710.0,3782.0,0.0,49.0,0.0,19.0,78.0,279.0,Washington,Washington-Arlington-Alexandria
11001009501,"Census Tract 95.01, District of Columbia, District of Columbia",7659.0,3550.0,48395.0,361800.0,1014.0,1933.0,3469.0,15.0,260.0,5.0,0.0,67.0,1910.0,Washington,Washington-Arlington-Alexandria
11001009906,"Census Tract 99.06, District of Columbia, District of Columbia",1623.0,1145.0,44357.0,217500.0,159.0,2.0,1555.0,0.0,8.0,0.0,0.0,26.0,32.0,Washington,Washington-Arlington-Alexandria
11001009907,"Census Tract 99.07, District of Columbia, District of Columbia",2773.0,1674.0,31426.0,185300.0,187.0,0.0,2761.0,0.0,0.0,0.0,0.0,12.0,0.0,Washington,Washington-Arlington-Alexandria
11001004902,"Census Tract 49.02, District of Columbia, District of Columbia",3147.0,2694.0,87083.0,544100.0,1767.0,1243.0,639.0,30.0,336.0,0.0,6.0,109.0,784.0,Washington,Washington-Arlington-Alexandria
11001009509,"Census Tract 95.09, District of Columbia, District of Columbia",3314.0,2280.0,64792.0,377400.0,901.0,245.0,2701.0,0.0,0.0,0.0,0.0,79.0,289.0,Washington,Washington-Arlington-Alexandria
11001009803,"Census Tract 98.03, District of Columbia, District of Columbia",3081.0,1887.0,26306.0,282800.0,142.0,0.0,3064.0,9.0,0.0,0.0,0.0,8.0,0.0,Washington,Washington-Arlington-Alexandria
11001000300,"Census Tract 3, District of Columbia, District of Columbia",6374.0,4243.0,133008.0,881500.0,3780.0,4935.0,467.0,0.0,513.0,0.0,0.0,164.0,295.0,Washington,Washington-Arlington-Alexandria
11001000702,"Census Tract 7.02, District of Columbia, District of Columbia",3318.0,2808.0,71671.0,286800.0,2079.0,2283.0,189.0,20.0,319.0,0.0,67.0,94.0,366.0,Washington,Washington-Arlington-Alexandria
11001001500,"Census Tract 15, District of Columbia, District of Columbia",6077.0,4091.0,205159.0,977200.0,3532.0,4940.0,454.0,0.0,88.0,0.0,0.0,132.0,463.0,Washington,Washington-Arlington-Alexandria
11001001804,"Census Tract 18.04, District of Columbia, District of Columbia",5668.0,3843.0,42579.0,450900.0,1079.0,258.0,3624.0,0.0,125.0,0.0,0.0,14.0,1647.0,Washington,Washington-Arlington-Alexandria
11001002301,"Census Tract 23.01, District of Columbia, District of Columbia",3625.0,2640.0,118750.0,538000.0,1228.0,897.0,1851.0,0.0,78.0,0.0,30.0,153.0,616.0,Washington,Washington-Arlington-Alexandria
11001002501,"Census Tract 25.01, District of Columbia, District of Columbia",3138.0,2378.0,59141.0,666700.0,958.0,778.0,1355.0,0.0,46.0,0.0,11.0,64.0,884.0,Washington,Washington-Arlington-Alexandria
11001003500,"Census Tract 35, District of Columbia, District of Columbia",5539.0,2425.0,87813.0,541400.0,1334.0,1024.0,3787.0,0.0,291.0,0.0,34.0,89.0,314.0,Washington,Washington-Arlington-Alexandria
